"Country","Year","Status","Life.expectancy","Adult.Mortality","infant.deaths","Alcohol","percentage.expenditure","Hepatitis.B","Measles","BMI","under.five.deaths","Polio","Total.expenditure","Diphtheria","HIV.AIDS","thinness..1.19.years","thinness.5.9.years","Income.composition.of.resources","Schooling","Population","GDP"
"Bahamas",2002,"Developing",73.1,19,0,10.85,0,89,0,56,0,93,5.26,94,0.1,2.6,2.6,0.781,12.1,334002,26590.14018
"Bahamas",2001,"Developing",72.9,189,0,11.64,0,21,0,55.2,0,98,5.15,99,0.2,2.7,2.6,0.779,12.1,329626,25234.14415
"Bahamas",2000,"Developing",72.6,192,0,12.15,0,95,0,54.4,0,91,5.21,99,0.1,2.7,2.6,0,12,325014,24849.60648
"Bahrain",2015,"Developing",76.9,69,0,1.99,0,98,0,63.6,0,98,3.79,98,0.1,6.2,6.1,0.823,14.5,1362142,22795.44886
"Bahrain",2014,"Developing",76.8,7,0,1.57,367.2556742,98,46,62.9,0,98,4.98,98,0.1,6.1,6,0.82,14.5,1311134,25464.7601
"Bahrain",2013,"Developing",76.7,7,0,1.65,3.968695982,99,0,62.2,0,99,4.69,99,0.1,6.1,6,0.815,14.5,1261673,25790.73031
"Bahrain",2012,"Developing",76.5,71,0,1.7,2211.215778,99,0,61.5,0,99,4.37,99,0.1,6.1,6,0.812,14.5,1224939,25102.72635
"Bahrain",2011,"Developing",76.1,76,0,1.66,197.7734681,99,0,6.8,0,99,3.4,99,0.1,6.1,6,0.812,14.4,1212077,23741.55746
"Bahrain",2010,"Developing",76.1,73,0,1.93,266.7696122,99,0,6.1,0,99,3.64,99,0.1,6,5.9,0.81,14.4,1213645,21186.81433
"Bahrain",2009,"Developing",76,74,0,1.95,332.9347646,98,3,59.3,0,97,3.79,98,0.1,6,5.9,0.814,14.4,1179453,19448.18326
"Bahrain",2008,"Developing",75.8,76,0,2,231.5478912,97,2,58.5,0,97,3.17,97,0.1,6,5.9,0.815,14.4,1110343,23155.82145
"Bahrain",2007,"Developing",75.6,77,0,2,278.3602806,97,7,57.6,0,97,3.8,97,0.1,6.1,5.9,0.813,14.4,1040532,20883.54803
"Bahrain",2006,"Developing",75.5,79,0,2.1,170.7374027,98,3,56.8,0,98,3.8,98,0.1,6.1,5.9,0.81,14.2,970981,19057.7989
"Bahrain",2005,"Developing",75.3,81,0,2.05,1553.468944,98,4,56.1,0,98,3.16,98,0.1,6.1,5.9,0.806,14,901921,17705.23516
"Bahrain",2004,"Developing",75.2,83,0,2.16,1380.228095,98,11,55.6,0,98,3.37,98,0.1,6.1,5.9,0.803,13.9,833451,15777.96364
"Bahrain",2003,"Developing",75,85,0,2.16,1214.558167,98,12,55.2,0,97,3.74,97,0.1,6.1,5.9,0.798,13.7,778256,14230.29675
"Bahrain",2002,"Developing",74.9,87,0,1.99,106.4303336,98,8,55,0,98,3.89,98,0.1,6.2,5.9,0.796,13.5,748324,12819.99594
"Bahrain",2001,"Developing",74.7,9,0,1.95,1150.418063,99,5,54.8,0,99,3.8,99,0.1,6.2,6,0.794,13.3,730257,12291.83261
"Bahrain",2000,"Developing",74.5,92,0,2.15,167.7270642,97,6,54.5,0,97,3.51,97,0.1,6.2,6,0.786,13.2,711442,12738.77412
"Bangladesh",2015,"Developing",71.8,129,92,0.01,0,97,240,18.3,113,97,2.8,97,0.1,17.9,18.3,0.575,10.2,157830000,1236.004398
"Bangladesh",2014,"Developing",71.4,132,98,0.01,10.44640334,97,289,17.7,121,97,2.82,97,0.1,18.1,18.6,0.57,10,155961299,1108.514957
"Bangladesh",2013,"Developing",71,135,104,0.01,52.82986467,96,237,17,130,96,2.88,96,0.1,18.3,18.8,0.565,10,154030139,973.7739002
"Bangladesh",2012,"Developing",77,137,111,0.01,59.2589257,94,1986,16.4,139,94,3.8,94,0.1,18.5,19,0.557,9.9,152090649,876.8180068
"Bangladesh",2011,"Developing",73,14,118,0.01,62.34988484,96,5625,15.8,150,96,3.16,96,0.1,18.7,19.2,0.545,9.4,150211005,856.3818868
"Bangladesh",2010,"Developing",69.9,142,126,0.01,62.65945432,94,788,15.2,161,94,3.6,94,0.1,18.9,19.4,0.535,8.9,148391139,776.8595769
"Bangladesh",2009,"Developing",69.5,144,135,0.01,53.26400378,97,718,14.6,173,97,2.91,97,0.1,19.1,19.7,0.523,8.4,146706810,698.5209416
"Bangladesh",2008,"Developing",69.1,147,144,0.01,42.48865034,96,2660,14,186,96,2.85,96,0.1,19.3,19.9,0.52,8.6,145421318,630.1089792
"Bangladesh",2007,"Developing",68.6,151,154,0.01,46.36536703,95,2924,13.5,201,96,2.8,94,0.1,19.5,2.1,0.513,8.6,144135934,552.3389345
"Bangladesh",2006,"Developing",68.2,152,164,0.01,42.3304549,86,6192,13,215,95,2.8,94,0.1,19.7,2.3,0.506,8.4,142628831,503.5383322
"Bangladesh",2005,"Developing",67.8,155,174,0.01,38.05462002,45,25934,12.5,231,94,2.68,93,0.1,19.9,2.5,0.499,8.2,140912590,492.8086489
"Bangladesh",2004,"Developing",67.3,158,185,0.01,4.11469667,11,9743,12,247,88,2.62,99,0.1,2.1,2.7,0.491,8.1,138789725,469.1164584
"Bangladesh",2003,"Developing",66.8,161,196,0.01,35.48458957,5,4067,11.6,264,9,2.51,87,0.1,2.3,2.9,0.484,7.9,136503206,440.7144048
"Bangladesh",2002,"Developing",66.3,164,207,0.01,0.397228764,95,3484,11.2,280,83,2.59,83,0.1,2.5,21.1,0.476,7.7,134139826,407.9629676
"Bangladesh",2001,"Developing",65.8,168,219,0.01,3.395069781,95,4414,1.8,298,85,2.47,85,0.1,2.7,21.3,0.468,7.5,131670484,410.0485409
"Bangladesh",2000,"Developing",65.3,173,231,0.01,3.69633051,95,5098,1.4,316,83,2.33,82,0.1,2.9,21.5,0.459,7.3,129193327,413.1001853
"Barbados",2015,"Developing",75.5,98,0,8.41,0,97,0,54.5,0,97,5.82,97,0.1,3.8,3.7,0.794,15.3,278083,16990.21947
"Barbados",2014,"Developing",75.4,1,0,8.82,294.9056584,94,0,53.7,0,95,7.47,94,0.1,3.8,3.7,0.793,15.3,277493,16924.19034
"Barbados",2013,"Developing",75.2,11,0,8.74,263.0372838,91,0,53,0,91,7.57,91,0.1,3.8,3.8,0.792,15.3,276865,16893.60627
"Barbados",2012,"Developing",75.1,12,0,8.61,260.0043858,87,0,52.2,0,88,7.43,87,0.1,3.8,3.8,0.785,15.3,276197,16691.33264
"Barbados",2011,"Developing",74.9,14,0,8.51,173.9825629,91,0,51.4,0,91,6.67,91,0.1,3.8,3.8,0.78,15.5,275486,16907.20926
"Barbados",2010,"Developing",74.7,16,0,8.41,154.9630863,86,0,5.7,0,9,6.17,86,0.1,3.8,3.8,0.781,15.8,274711,16489.79582
"Barbados",2009,"Developing",74.6,19,0,8.46,327.1618128,93,0,49.9,0,93,6.21,93,0.1,3.8,3.8,0.779,15.5,273791,16310.46053
"Barbados",2008,"Developing",74.4,111,0,8.95,25.52277112,85,0,49.2,0,85,6.1,85,0.1,3.9,3.9,0.775,15.3,272635,17550.66334
"Barbados",2007,"Developing",74.2,113,0,8.47,1641.30981,93,0,48.4,0,93,5.64,93,0.1,3.9,3.9,0.771,15,271444,17219.04868
"Barbados",2006,"Developing",74.1,115,0,8.39,181.5000856,84,0,47.7,0,85,5.27,84,0.1,4,3.9,0.766,14.8,270425,15595.63946
"Barbados",2005,"Developing",73.9,117,0,8.01,1311.440423,92,0,46.9,0,91,5.38,92,0.1,4,4,0.761,14.6,269477,14173.75138
"Barbados",2004,"Developing",73.8,119,0,7.68,166.0083443,93,0,46.2,0,93,5.71,93,0.2,4.1,4,0.757,14.4,268505,12828.43895
"Barbados",2003,"Developing",73.7,121,0,7.65,13.5139917,91,0,45.4,0,9,5.82,89,0.4,4.1,4.1,0.753,14.2,267499,11998.17569
"Barbados",2002,"Developing",73.5,123,0,7.59,133.099491,66,0,44.6,0,86,5.76,87,0.8,4.2,4.1,0.749,14,266455,11658.62904
"Barbados",2001,"Developing",73.4,125,0,7.38,138.1664627,18,0,43.8,0,93,5.47,84,0.7,4.2,4.2,0.75,14,265377,11510.04043
"Barbados",2000,"Developing",73.3,127,0,7.43,1140.615754,91,0,43,0,86,5.16,93,0.9,4.3,4.2,0.741,14,264657,11560.2459
"Belarus",2015,"Developing",72.3,196,0,13.94,0,99,2,62.3,0,99,6.44,99,0.1,1.9,2,0.798,15.6,9461076,5967.069185
"Belarus",2014,"Developing",72,199,0,13.94,1147.1114,97,64,61.7,0,97,5.69,97,0.1,1.9,2,0.796,15.7,9448515,8341.288104
"Belarus",2013,"Developing",71.7,23,0,14.66,1109.854619,98,16,61.1,1,98,6.7,98,0.1,2,2,0.796,15.7,9443211,7998.077953
"Belarus",2012,"Developing",71.9,194,0,16.35,91.70962117,97,10,6.5,1,98,5.1,98,0.1,2,2.1,0.793,15.6,9446836,6953.217307
"Belarus",2011,"Developing",72,232,0,17.31,846.9113071,98,50,59.9,1,98,4.92,98,0.1,2,2.1,0.787,15.5,9461643,6527.654969
"Belarus",2010,"Developing",73,222,0,14.44,8.49409518,96,1,59.3,1,99,5.55,98,0.1,2,2.2,0.78,15.5,9483836,6034.678852
"Belarus",2009,"Developing",70,226,0,14.09,434.7985025,98,0,58.7,1,98,6.9,96,0.1,2.1,2.2,0.771,15.4,9504583,5352.489591
"Belarus",2008,"Developing",70,224,1,14.67,501.8056141,98,0,58.2,1,98,5.95,97,0.1,2.1,2.3,0.755,15.1,9527985,6376.183153
"Belarus",2007,"Developing",69.8,226,1,14.22,464.077513,91,1,57.7,1,9,6.44,95,0.1,2.2,2.3,0.739,14.9,9560953,4735.484753
"Belarus",2006,"Developing",68.9,243,1,12.6,364.426052,98,149,57.2,1,97,6.34,99,0.1,2.2,2.4,0.723,14.6,9604924,3848.216026
"Belarus",2005,"Developing",68.1,252,1,11.01,45.65007798,99,1,56.7,1,98,6.89,99,0.1,2.3,2.5,0.713,14.4,9663915,3126.071767
"Belarus",2004,"Developing",68.2,247,1,12.05,42.33443901,99,2,56.2,1,99,6.59,99,0.1,2.4,2.5,0.703,14.1,9730146,2378.339757
"Belarus",2003,"Developing",67.7,253,1,11.17,23.83578594,56,21,55.8,1,53,6.59,5,0.1,2.5,2.6,0.695,13.9,9796749,1819.525792
"Belarus",2002,"Developing",67.2,262,1,12.23,145.4233629,99,14,55.3,1,99,6.47,99,0.1,2.5,2.7,0.687,13.6,9865548,1479.383417
"Belarus",2001,"Developing",67.7,254,1,10.74,14.06141699,93,45,54.9,1,99,6.62,99,0.1,2.6,2.7,0.681,13.3,9928549,1244.373185
"Belarus",2000,"Developing",68,247,1,12.98,24.24947846,7,21,54.4,1,99,6.13,99,0.1,2.7,2.8,0.675,13.1,9979610,1276.288034
"Belgium",2015,"Developed",81.1,74,0,11.01,0,98,47,63.7,1,99,8.29,99,0.1,1,1,0.895,16.6,11274196,41008.29672
"Belgium",2014,"Developed",89,76,0,12.6,7163.348923,98,70,63.4,1,99,1.59,99,0.1,1,1,0.89,16.3,11209057,47764.07151
"Belgium",2013,"Developed",87,77,0,11.77,702.359357,98,39,63,1,99,1.57,99,0.1,1,0.9,0.889,16.3,11159407,46757.95186
"Belgium",2012,"Developed",83,78,0,10.08,664.4738975,98,109,62.6,1,99,1.54,99,0.1,0.9,0.9,0.886,16.2,11106932,44670.56068
"Belgium",2011,"Developed",83,8,0,10.11,713.5297354,97,576,62.3,1,98,1.42,98,0.1,0.9,0.9,0.884,16.1,11038264,47410.56693
"Belgium",2010,"Developed",80,81,0,10.22,665.7356115,97,40,61.9,1,98,1.17,98,0.1,0.9,0.9,0.878,15.9,10895586,44184.94635
"Belgium",2009,"Developed",79.8,85,0,10.05,671.9376566,97,33,61.6,1,98,1.39,98,0.1,0.9,0.9,0.876,15.8,10796493,44760.29124
"Belgium",2008,"Developed",79.5,87,0,10.47,7191.051507,98,98,61.3,1,99,9.6,99,0.1,0.8,0.8,0.874,15.8,10709973,48303.39796
"Belgium",2007,"Developed",79.5,86,0,10.25,640.3560918,94,64,6.9,1,99,9.25,98,0.1,0.8,0.8,0.871,15.8,10625700,44319.16545
"Belgium",2006,"Developed",79.4,85,0,10.98,5579.199083,94,15,6.6,1,99,9.17,98,0.1,0.8,0.8,0.865,15.7,10547958,38705.1068
"Belgium",2005,"Developed",78.9,89,0,12.27,5068.214488,77,26,6.2,1,97,9.24,97,0.1,0.8,0.8,0.861,15.7,10478617,36809.70134
"Belgium",2004,"Developed",78.8,91,1,12.05,5160.508378,64,61,59.8,1,96,9.32,95,0.1,0.8,0.8,0.88,18.8,10421137,35429.40779
"Belgium",2003,"Developed",78.3,95,0,11.28,507.306164,64,44,59.4,1,96,9.3,95,0.1,0.8,0.8,0.878,18.6,10376133,30655.20927
"Belgium",2002,"Developed",78,99,1,11.29,320.3177664,6,0,59,1,96,8.46,95,0.1,0.8,0.8,0.875,18.8,10332785,25006.1914
"Belgium",2001,"Developed",78,1,1,11.01,2943.375396,6,83,58.5,1,96,8.29,95,0.1,0.8,0.8,0.873,18.2,10286570,23015.07126
"Belgium",2000,"Developed",77.6,11,1,11.21,287.2084529,6,0,58.1,1,96,8.12,95,0.1,0.8,0.8,0.869,18,10251250,23098.88651
"Belize",2015,"Developing",71,175,0,6.56,0,94,0,5.9,0,94,4.76,94,0.2,3.5,3.4,0.706,12.8,359871,6142.478833
"Belize",2014,"Developing",70,177,0,6.58,670.0920883,95,0,5.1,0,95,5.79,95,0.2,3.4,3.4,0.705,12.8,352335,6068.088609
"Belize",2013,"Developing",69.8,18,0,6.56,629.2018591,95,0,49.3,0,95,5.79,95,0.2,3.4,3.4,0.706,12.9,344688,5887.933435
"Belize",2012,"Developing",69.4,189,0,6.66,582.8027185,98,0,48.5,0,98,5.45,98,0.1,3.5,3.4,0.702,12.5,337059,5645.895822
"Belize",2011,"Developing",69.4,188,0,6.64,605.6286892,95,0,47.8,0,95,5.61,95,0.5,3.5,3.4,0.7,12.4,329538,5521.366276
"Belize",2010,"Developing",69.5,186,0,6.76,569.9527122,96,0,47,0,96,5.85,96,0.2,3.5,3.4,0.7,12.4,322106,5397.291575
"Belize",2009,"Developing",69.5,184,0,6.85,549.8096097,97,0,46.3,0,98,5.81,97,0.3,3.5,3.4,0.7,12.7,314171,5348.997839
"Belize",2008,"Developing",69.6,181,0,7.22,51.25232422,94,0,45.7,0,94,5.9,94,0.1,3.5,3.4,0.699,12.8,305671,5656.408361
"Belize",2007,"Developing",69.6,181,0,7.24,69.63051047,96,0,45,0,97,4.76,96,0.6,3.5,3.5,0.7,12.8,297173,5707.113365
"Belize",2006,"Developing",69.4,184,0,6.48,387.3324928,98,0,44.4,0,98,4.4,98,0.6,3.6,3.5,0.692,12.3,288729,5475.72291
"Belize",2005,"Developing",69,191,0,6.25,365.799896,96,0,43.8,0,96,4.45,96,0.8,3.6,3.5,0.695,12.8,280375,5212.661614
"Belize",2004,"Developing",68.7,197,0,6.2,325.6807462,97,0,43.2,0,97,4.39,97,0.8,3.6,3.5,0.691,12.5,272128,5106.053034
"Belize",2003,"Developing",68.4,21,0,5.67,312.7995946,96,0,42.6,0,95,4.53,96,1.5,3.6,3.6,0.684,12.2,263998,4916.703914
"Belize",2002,"Developing",68.5,199,0,4.99,262.8299189,97,0,42,0,93,4.38,89,0.1,3.7,3.6,0.678,11.9,255987,4816.650846
"Belize",2001,"Developing",68.2,21,0,4.9,251.6586929,96,0,41.4,0,96,4.5,96,0.4,3.7,3.7,0.677,11.8,248100,4687.625957
"Belize",2000,"Developing",68.3,196,0,4.79,219.0239836,76,0,4.8,0,91,3.98,91,0.3,3.8,3.7,0.668,11.7,240406,4642.147035
"Benin",2015,"Developing",60,249,25,1.19,0,82,55,25.7,39,78,4.59,82,1,6.9,6.8,0.481,10.7,10932783,1041.652523
"Benin",2014,"Developing",59.7,252,25,0.01,90.12206791,78,786,25.2,39,74,4.59,78,1.1,7.1,6.9,0.475,10.7,10614844,1251.504765
"Benin",2013,"Developing",59.5,251,25,0.01,87.4080423,77,637,24.6,39,73,4.59,77,1.2,7.2,7.1,0.466,10.3,10308730,1214.295566
"Benin",2012,"Developing",59.3,251,25,0.01,9.80407467,8,288,24.1,39,8,4.86,8,1.3,7.4,7.3,0.458,10,10014078,1112.569535
"Benin",2011,"Developing",59.1,251,25,1.4,110.2633619,75,426,23.5,39,77,5.37,75,1.4,7.6,7.5,0.454,9.8,9726380,1099.414311
"Benin",2010,"Developing",58.7,254,25,1.33,94.25737917,76,392,23,39,77,4.95,76,1.4,7.8,7.6,0.451,9.5,9445710,1009.489494
"Benin",2009,"Developing",58.4,259,25,1.16,71.01399249,79,1461,22.5,39,8,4.46,79,1.6,7.9,7.8,0.448,9.3,9172514,1061.718359
"Benin",2008,"Developing",57.6,278,25,1.28,7.615430126,75,928,22,39,77,4.2,75,1.8,8.1,8,0.444,9.1,8906469,1098.946678
"Benin",2007,"Developing",57.1,283,25,1.12,7.49281752,82,341,21.5,39,82,4.55,82,2,8.3,8.2,0.438,8.9,8647761,944.6431712
"Benin",2006,"Developing",56.8,284,25,1.19,75.91429496,74,176,21,39,76,4.75,74,2,8.5,8.4,0.434,8.7,8402631,837.1320026
"Benin",2005,"Developing",56.5,285,25,1.13,7.106997355,7,210,2.5,39,73,4.73,7,2.1,8.7,8.6,0.43,8.5,8149419,805.9046858
"Benin",2004,"Developing",56.1,285,25,1.15,10.73628066,75,262,2.1,39,74,4.56,72,2.1,8.9,8.8,0.423,8.1,7894554,784.1190746
"Benin",2003,"Developing",55.8,285,25,1.35,8.931827297,73,217,19.7,40,75,4.63,73,2.1,9.1,9,0.416,7.7,7659208,698.4087771
"Benin",2002,"Developing",55.6,283,25,1.23,40.48815233,15,1588,19.2,40,76,4.27,75,2.1,9.3,9.2,0.407,7.3,7431783,564.3790581
"Benin",2001,"Developing",55.5,281,25,1.29,45.33476384,75,5859,18.8,40,77,4.69,76,2.1,9.5,9.4,0.395,6.6,7212041,508.3474475
"Benin",2000,"Developing",55.4,279,25,1.34,37.38182018,75,4244,18.4,40,78,4.34,78,2,9.7,9.6,0.389,6.4,6998023,502.997981
"Bhutan",2015,"Developing",69.8,211,0,0.21,0,99,11,24.5,0,98,5.27,99,0.5,15.4,16,0.604,12.5,743274,2695.636904
"Bhutan",2014,"Developing",69.4,216,0,0.01,209.3921344,99,0,23.6,1,98,3.57,99,0.5,15.7,16.2,0.596,12.5,736357,2589.899141
"Bhutan",2013,"Developing",69.1,219,0,0.01,19.79057439,97,0,22.7,1,97,3.83,97,0.6,15.9,16.5,0.589,12.6,728889,2409.439989
"Bhutan",2012,"Developing",68.7,223,0,0.01,188.7373664,97,1,21.9,1,97,3.7,97,0.6,16.1,16.7,0.581,12.3,721145,2470.072136
"Bhutan",2011,"Developing",68.3,225,0,0.23,289.8524057,95,10,21.1,1,95,4.73,95,0.5,16.3,17,0.572,11.9,713331,2491.273456
"Bhutan",2010,"Developing",67.9,228,1,0.28,244.0391949,91,21,2.3,1,92,5.17,91,0.5,16.6,17.3,0,11.4,705516,2194.12587
"Bhutan",2009,"Developing",67.4,232,1,0.17,27.48907048,93,6,19.5,1,93,6.3,93,0.4,16.8,17.5,0,10.9,697678,1768.745957
"Bhutan",2008,"Developing",67,234,1,0.21,302.667579,96,7,18.8,1,96,6.58,96,0.4,17.1,17.8,0,10.5,689737,1780.112218
"Bhutan",2007,"Developing",66.5,238,1,0.16,283.806236,95,11,18,1,93,5.88,95,0.3,17.3,18.1,0,10.1,681614,1714.031072
"Bhutan",2006,"Developing",65.8,245,1,0.29,169.2023968,95,2,17.4,1,96,5.27,95,0.3,17.5,18.3,0,9.6,673260,1299.631249
"Bhutan",2005,"Developing",65,254,1,0.73,145.5965445,95,11,16.7,1,95,5.28,95,0.3,17.8,18.6,0,9.2,663323,1201.433648
"Bhutan",2004,"Developing",64.2,263,1,0.96,2.586698228,89,3,16.1,1,9,4.41,89,0.3,18,18.8,0,8.8,649991,1050.133115
"Bhutan",2003,"Developing",63.3,273,1,0.52,19.15664091,95,0,15.5,1,96,4.9,95,0.2,18.3,19.1,0,8.4,634627,951.7391671
"Bhutan",2002,"Developing",62.5,282,1,0.29,151.9755193,83,27,14.9,1,89,7.75,86,0.1,18.6,19.4,0,8,619048,841.3663104
"Bhutan",2001,"Developing",61.7,29,1,0.14,8.574029812,89,756,14.4,1,88,5.91,88,0.1,18.9,19.6,0,7.6,603234,765.0092339
"Bhutan",2000,"Developing",62,312,1,0.17,93.35872844,98,418,13.9,1,98,6.91,92,0.1,19.2,19.9,0,7.3,587207,722.8267562
"Bolivia (Plurinational State of)",2015,"Developing",77,186,8,3.47,0,99,0,52.6,10,99,5.56,99,0.1,1.2,1.1,0.671,13.8,11090085,2975.648811
"Bolivia (Plurinational State of)",2014,"Developing",74,189,8,3.62,0,98,0,51.9,10,99,6.33,98,0.1,1.2,1.1,0.666,13.8,10916987,3022.462884
"Bolivia (Plurinational State of)",2013,"Developing",71,192,8,3.78,0,94,0,51.2,10,95,5.96,94,0.1,1.2,1.1,0.661,13.8,10743349,2853.797162
"Bolivia (Plurinational State of)",2012,"Developing",69.8,194,8,3.89,0,93,0,5.6,11,93,5.56,93,0.1,1.2,1.1,0.655,13.8,10569697,2562.466784
"Bolivia (Plurinational State of)",2011,"Developing",69.3,198,9,3.93,0,95,0,49.9,11,95,5.49,95,0.2,1.2,1.1,0.649,13.8,10396246,2304.982295
"Bolivia (Plurinational State of)",2010,"Developing",68.7,22,9,3.95,0,91,0,49.3,12,9,5.44,91,0.2,1.2,1.1,0.643,13.8,10223270,1922.058662
"Bolivia (Plurinational State of)",2009,"Developing",68,27,10,3.87,0,93,0,48.6,12,92,5.76,93,0.2,1.2,1.1,0.636,13.8,10051317,1725.146286
"Bolivia (Plurinational State of)",2008,"Developing",67.4,211,10,3.77,0,88,0,48,13,87,5,88,0.2,1.3,1.1,0.632,14,9880593,1687.578567
"Bolivia (Plurinational State of)",2007,"Developing",66.8,216,11,3.47,0,84,0,47.3,14,85,4.96,84,0.2,1.3,1.2,0.626,14.1,9711152,1351.035154
"Bolivia (Plurinational State of)",2006,"Developing",66.2,219,11,3.23,0,83,0,46.7,15,82,5.19,83,0.2,1.3,1.2,0.625,14.3,9542663,1200.068092
"Bolivia (Plurinational State of)",2005,"Developing",65.7,222,12,2.86,0,85,0,46,16,84,5.67,85,0.2,1.3,1.2,0.622,14.4,9377388,1018.313662
"Bolivia (Plurinational State of)",2004,"Developing",65.1,226,12,2.66,0,84,0,45.4,16,84,5.22,84,0.2,1.4,1.2,0.62,14.6,9216279,951.9516229
"Bolivia (Plurinational State of)",2003,"Developing",64.5,23,13,2.37,0,8,0,44.7,17,82,5.3,88,0.2,1.4,1.3,0.617,14.4,9057378,892.3553805
"Bolivia (Plurinational State of)",2002,"Developing",63.9,234,14,2.26,0,77,0,44,18,76,6.53,77,0.1,1.4,1.3,0.61,14,8900583,888.198576
"Bolivia (Plurinational State of)",2001,"Developing",63.3,238,14,2.2,0,77,0,43.3,19,71,6.31,71,0.1,1.5,1.4,0.607,13.7,8746084,930.8757313
"Bolivia (Plurinational State of)",2000,"Developing",62.6,243,15,2.32,0,77,122,42.6,20,74,5.67,75,0.1,1.5,1.4,0.6,13.3,8592656,977.3294704
"Bosnia and Herzegovina",2015,"Developing",77.4,88,0,4.54,0,82,1677,55.8,0,74,8.58,82,0.1,2.3,2.3,0.747,14.2,3524324,4654.609552
"Bosnia and Herzegovina",2014,"Developing",77.2,89,0,4.03,732.8662491,89,3000,55.3,0,86,9.57,86,0.1,2.4,2.4,0.742,14.2,3571068,5196.969426
"Bosnia and Herzegovina",2013,"Developing",77,9,0,4.12,75.61062911,91,0,54.7,0,87,9.46,89,0.1,2.4,2.4,0.735,14.2,3617559,5025.240652
"Bosnia and Herzegovina",2012,"Developing",76.8,92,0,4.61,693.8226461,92,22,54.2,0,87,9.94,92,0.1,2.5,2.5,0.728,13.9,3674374,4688.345902
"Bosnia and Herzegovina",2011,"Developing",76.9,92,0,4.64,7.959131146,88,10,53.7,0,89,9.71,88,0.1,2.6,2.5,0.711,13.4,3743142,4980.906155
"Bosnia and Herzegovina",2010,"Developing",76.4,94,0,4.54,630.3883564,89,45,53.1,0,9,9.58,89,0.1,2.6,2.6,0.717,13.3,3811088,4506.933669
"Bosnia and Herzegovina",2009,"Developing",76.1,97,0,4.75,645.021302,9,22,52.6,0,9,9.64,9,0.1,2.7,2.7,0.716,13.3,3877750,4542.310904
"Bosnia and Herzegovina",2008,"Developing",76,98,0,5.13,66.04635027,88,8,52.1,0,92,8.58,91,0.1,2.8,2.7,0.71,13.1,3943392,4846.792101
"Bosnia and Herzegovina",2007,"Developing",75.4,16,0,5.16,8.240355867,94,166,51.5,0,95,8.37,95,0.1,2.8,2.8,0.703,12.9,4007876,3936.932459
"Bosnia and Herzegovina",2006,"Developing",75.7,1,0,4.82,38.25414065,9,17,51,0,91,8.28,87,0.1,2.9,2.8,0.697,12.7,4058086,3170.174873
"Bosnia and Herzegovina",2005,"Developing",75,12,0,4.56,45.71354264,93,23,5.5,0,95,8.5,93,0.1,2.9,2.9,0,12.5,4094297,2741.080141
"Bosnia and Herzegovina",2004,"Developing",75.5,99,0,4.25,3.479918859,36,28,49.9,0,87,9.4,84,0.1,3,3,0,12.3,4142860,2451.577258
"Bosnia and Herzegovina",2003,"Developing",75.2,12,0,4.14,39.86518043,88.5,18,49.4,0,87,7.94,87,0.1,3,3,0,12.1,4183757,2031.402244
"Bosnia and Herzegovina",2002,"Developing",75.4,11,0,3.84,151.1399301,88.5,28,48.8,0,86,7.1,8,0.1,3.1,3.1,0,11.9,4198410,1602.56371
"Bosnia and Herzegovina",2001,"Developing",74.9,113,0,3.85,143.2947487,88.5,0,48.2,0,92,7.16,91,0.1,3.2,3.2,0,11.6,4194932,1382.767724
"Bosnia and Herzegovina",2000,"Developing",74.6,116,0,3.64,165.6168642,88.5,43,47.6,0,87,7.9,85,0.1,3.3,3.2,0,0,4179350,1332.210523
"Botswana",2015,"Developing",65.7,256,2,5.51,0,95,0,37.9,2,96,5.56,95,2.2,6.4,6.1,0.698,12.6,2305171,5869.737772
"Botswana",2014,"Developing",65.1,268,2,0.01,662.802194,95,1,37.3,2,96,5.41,95,2.3,6.7,6.4,0.697,12.6,2260376,6844.032996
"Botswana",2013,"Developing",64.2,286,2,0.01,1.117811275,95,1,36.8,2,96,5.84,95,2.8,7,6.7,0.693,12.6,2217278,6436.603063
"Botswana",2012,"Developing",63.4,3,2,0.01,12.83447357,95,7,36.2,3,96,6.27,95,4.4,7.3,7,0.687,12.5,2175425,6392.987347
"Botswana",2011,"Developing",62.2,325,2,5.76,668.9562854,95,8,35.7,3,96,5.25,95,5.5,7.7,7.4,0.678,12.4,2134037,7080.778297
"Botswana",2010,"Developing",61.1,349,2,5.99,547.0386679,95,853,35.2,3,96,5.64,95,6.2,8,7.8,0.669,12.3,2091664,6041.732051
"Botswana",2009,"Developing",59.2,393,2,5.01,426.7855662,94,184,34.7,3,96,6.39,96,9,8.4,8.2,0.661,12.2,2048997,4938.250136
"Botswana",2008,"Developing",57.5,427,2,6.56,476.8625872,94,0,34.2,3,96,5.55,96,12.7,8.8,8.6,0.646,12.1,2007320,5345.848491
"Botswana",2007,"Developing",56.9,436,2,6.21,512.5887995,93,1,33.7,3,96,4.71,96,13.4,9.2,9,0.63,12.1,1966977,5372.340732
"Botswana",2006,"Developing",54.8,491,2,6.45,76.31867911,93,6,33.2,3,96,4.93,96,14.4,9.6,9.4,0.61,11.9,1928704,5142.913834
"Botswana",2005,"Developing",51.7,566,2,6.37,629.8425643,92,5,32.7,3,96,5.62,96,20.6,1,9.9,0.593,11.9,1892807,5240.316159
